,genres comedy,genres outros,genres action,genres fantasy,genres animation,genres drama,genres romance,genres sport,genres scifi,genres thriller
541,0,0,0,0,1,0,0,0,0,0
542,0,0,1,0,1,0,0,0,0,0
543,0,0,0,0,0,0,0,0,1,0
544,0,0,0,0,1,0,0,0,0,0
545,1,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,1,0
547,1,0,0,0,1,0,0,0,0,0
548,1,0,0,0,1,1,0,0,0,0
549,1,0,1,1,1,0,0,0,1,0
550,1,0,0,0,1,0,0,1,0,0
551,1,0,0,0,1,0,0,0,0,0
552,0,0,1,0,1,0,1,0,1,0
553,1,0,0,0,1,0,0,0,0,0
554,1,0,1,0,1,0,0,0,1,0
555,0,0,0,1,1,0,1,0,1,0
556,0,0,1,0,1,0,0,0,0,0
557,1,1,0,0,1,0,0,0,0,0
558,1,0,0,0,0,0,0,0,0,0
559,0,1,0,0,1,0,0,0,0,0
560,1,0,1,0,0,0,0,0,1,0
561,1,0,0,0,1,0,0,0,0,0
562,1,0,0,0,1,0,0,0,0,0
563,1,0,1,0,0,0,0,0,0,0
564,0,0,0,0,1,1,0,1,1,0
565,1,0,0,0,1,0,0,0,0,0
566,1,0,0,0,1,0,0,1,0,0
567,0,1,0,0,1,0,0,0,0,0
568,0,1,1,0,1,0,0,0,1,1
569,1,0,1,0,1,0,0,0,0,0
570,1,0,0,0,1,0,0,0,0,0
571,0,0,1,0,1,0,0,0,1,0
572,1,0,0,0,1,0,0,0,0,0
573,1,0,0,1,1,0,0,0,0,0
574,1,0,0,0,1,0,0,0,0,0
575,0,0,0,0,1,0,0,0,0,0
576,0,0,0,0,1,0,0,0,0,0
577,1,0,0,0,1,0,0,0,1,0
578,1,0,0,0,1,0,0,0,0,0
579,0,0,0,0,1,1,0,0,0,0
580,1,0,0,0,1,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0
582,1,0,0,0,1,0,0,0,0,0
583,0,0,0,0,1,0,0,0,0,0
584,0,0,0,0,1,0,0,0,0,0
585,1,0,0,0,0,0,0,0,0,0
586,1,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0
588,1,0,0,0,1,1,1,0,0,0
589,1,0,0,0,1,0,0,0,0,0
590,1,0,1,1,1,0,0,0,1,0
591,1,1,0,0,1,0,0,0,0,0
592,1,0,0,0,1,0,0,0,1,0
593,1,0,0,0,1,1,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0
595,1,0,0,0,1,0,1,0,0,0
596,1,0,0,0,0,0,0,0,0,0
597,0,0,1,0,1,1,0,0,1,0
598,0,0,0,0,0,0,0,0,1,0
599,1,0,1,1,1,1,0,0,1,1
600,0,0,1,1,1,0,0,0,1,0
601,1,0,1,1,1,0,0,0,1,0
602,1,0,1,1,1,1,0,0,0,0
603,0,1,0,1,1,1,1,0,1,0
604,0,0,1,1,1,1,1,0,1,0
605,1,0,0,0,1,0,0,0,0,0
606,0,0,0,0,1,1,0,0,0,1
607,1,0,1,1,1,0,0,0,0,0
608,1,0,0,1,1,1,1,0,0,1
609,1,0,0,0,1,1,0,0,0,0
610,1,0,0,1,1,0,0,0,0,0
611,1,0,0,0,1,1,1,0,0,0
612,1,3,1,1,1,0,0,0,0,0
613,1,0,0,0,1,1,1,0,1,1
614,0,1,0,0,1,1,0,0,0,0
615,0,0,1,0,1,1,0,1,1,0
616,1,2,1,0,1,0,0,0,0,0
617,1,0,0,0,1,0,1,0,0,0
618,0,1,1,1,1,0,0,0,1,0
619,0,0,1,1,1,0,0,0,0,0
620,0,1,1,0,1,0,0,0,1,1
621,1,0,0,0,1,1,1,0,0,0
622,1,0,0,1,1,0,0,0,1,0
623,1,0,0,0,1,1,1,0,0,0
624,1,0,1,1,1,0,1,0,1,0
625,1,0,0,0,1,1,1,0,0,0
626,1,0,1,0,1,1,1,0,0,0
627,1,0,0,1,1,0,1,0,1,0
628,1,0,0,0,1,1,1,0,0,0
629,0,1,1,1,1,0,0,0,1,0
630,1,0,0,0,1,1,1,0,0,0
631,1,0,1,1,1,0,1,0,1,0
632,1,0,0,0,1,0,0,0,1,0
633,0,0,1,1,1,0,0,0,1,0
634,1,0,0,0,1,0,1,0,0,0
635,0,1,1,0,1,1,0,0,1,0
636,0,0,0,1,1,1,1,0,0,1
637,1,1,1,1,1,0,0,0,0,1
638,0,0,1,1,1,1,0,0,1,0
639,0,0,1,1,1,1,1,0,1,0
640,1,0,0,0,1,1,0,0,0,0
641,0,0,1,0,1,0,0,0,1,0
642,0,0,0,1,1,0,0,0,1,0
643,1,0,1,1,1,0,0,0,1,0
644,0,0,1,0,1,0,0,0,1,0
645,0,0,1,1,1,0,0,0,1,0
646,1,1,0,1,1,0,0,0,1,0
647,1,0,0,0,1,0,1,0,0,0
648,0,1,0,0,1,1,0,0,0,0
649,0,0,0,1,1,0,0,0,1,0
650,0,0,0,1,1,1,1,0,1,0
651,1,0,0,0,1,1,1,0,0,0
652,1,0,0,0,1,1,1,0,0,0
653,1,0,0,1,1,0,0,0,1,0
654,1,0,0,0,1,1,0,0,1,0
655,1,0,0,0,1,0,0,1,0,0
656,1,0,0,1,1,0,1,0,1,0
657,1,0,0,0,1,0,0,0,0,0
658,1,0,0,0,1,1,1,0,0,0
659,0,0,1,1,1,0,0,0,1,0
660,1,1,0,0,1,1,1,0,0,0
661,1,0,0,0,1,1,0,0,0,0
662,0,0,0,0,1,1,0,0,0,0
663,0,0,1,1,1,0,1,0,1,1
664,0,0,0,0,1,1,0,1,0,0
665,1,0,0,0,1,0,0,0,0,0
666,0,0,0,0,1,1,0,1,0,0
667,1,0,0,0,1,0,0,0,0,0
668,1,0,0,0,1,1,0,1,0,0
669,1,0,0,0,0,0,0,0,0,0
670,1,0,0,0,1,0,1,0,0,0
671,1,0,0,0,1,1,1,0,0,0
672,0,1,1,0,1,1,0,0,1,0
673,0,0,0,0,1,1,1,0,0,0
674,0,0,0,1,1,0,0,0,1,0
675,0,1,1,0,0,0,1,0,0,0
676,1,0,0,1,1,0,0,0,1,0
677,1,0,1,0,0,1,0,0,1,0
678,1,0,1,0,1,1,0,0,1,0
679,1,0,0,1,1,0,0,0,1,0
680,0,1,1,0,1,1,1,0,1,0
681,1,0,1,0,1,0,0,1,0,0
682,1,0,0,0,1,0,1,0,0,0
683,1,1,0,0,1,1,1,0,0,0
684,1,0,0,0,1,0,0,1,0,0
685,1,1,1,0,1,1,0,0,1,0
686,1,0,0,0,1,1,1,0,0,0
687,0,3,0,0,0,0,0,0,0,0
688,1,0,1,0,1,0,0,0,0,0
689,0,0,1,1,1,0,0,0,0,0
690,0,0,0,1,1,0,0,0,1,0
691,0,0,1,1,1,0,0,0,1,0
692,0,0,1,1,1,0,0,0,0,0
693,1,1,0,0,1,1,0,0,0,0
694,0,0,1,0,1,0,0,0,0,0
695,0,1,1,0,1,1,0,0,1,0
696,0,0,1,0,1,0,0,0,1,0
697,0,0,0,0,1,0,0,0,0,0
698,0,0,0,0,1,1,0,0,0,1
699,1,0,1,0,1,0,0,1,1,0
700,1,0,0,1,1,0,0,0,0,0
701,0,0,1,1,1,0,0,0,1,0
702,1,0,0,0,1,0,1,0,0,0
703,0,0,0,1,1,0,0,0,1,0
704,0,0,0,1,1,1,0,0,1,0
705,0,0,0,0,1,0,0,0,0,0
706,1,0,0,1,1,0,1,0,0,0
707,1,0,0,0,1,0,0,0,0,0
708,0,0,0,0,1,0,1,0,1,0
709,0,2,1,0,1,1,0,0,0,0
710,0,0,1,0,1,0,0,1,0,0
711,1,0,0,0,1,1,1,0,1,0
712,1,0,0,0,1,0,1,0,0,0
713,0,1,1,0,1,1,0,0,0,0
714,0,1,0,0,1,0,0,0,0,1
715,1,0,0,0,1,0,0,0,0,0
716,0,0,0,0,0,0,0,0,1,0
717,0,0,0,0,1,0,0,1,0,0
718,0,0,1,0,1,0,0,0,0,0
719,1,0,0,1,1,0,0,0,1,0
720,0,0,0,0,1,0,0,0,1,0
721,1,0,0,0,1,0,0,0,0,0
722,1,0,0,1,1,0,0,0,1,0
723,0,0,0,0,0,1,0,0,0,0
724,1,0,0,0,1,0,0,0,0,0
725,0,0,1,0,0,0,0,0,0,0
726,1,0,0,0,1,1,1,0,0,0
727,1,0,0,0,1,0,0,0,0,0
728,0,0,0,0,1,0,0,0,1,0
729,1,0,1,0,1,1,1,0,1,0
730,0,0,0,0,1,1,0,0,1,1
731,0,0,0,0,1,0,0,0,0,0
732,1,0,0,0,1,0,0,0,0,0
733,0,0,0,1,1,0,0,0,1,0
734,0,1,0,1,1,1,0,0,0,0
735,1,0,0,0,0,0,0,0,0,0
736,1,0,0,1,1,0,0,0,0,0
737,0,0,0,1,1,1,0,0,1,0
738,1,0,0,0,1,1,0,0,0,0
739,1,0,0,0,1,0,0,0,0,0
740,1,0,0,0,1,1,0,0,0,0
741,0,0,1,0,1,0,0,0,1,0
742,1,0,1,0,1,1,0,1,0,0
743,1,1,0,0,1,0,0,0,0,0
744,1,0,0,0,1,1,0,0,0,0
745,0,0,0,1,1,0,0,0,0,0
746,1,0,0,0,1,0,0,0,0,0
747,1,0,1,0,1,0,0,0,0,1
748,1,0,1,0,1,0,0,0,0,0
749,1,0,0,1,1,0,0,0,0,0
750,1,0,1,0,1,0,0,0,0,0
751,1,0,0,0,0,0,0,0,0,0
752,0,0,0,0,1,1,0,1,0,0
753,0,0,0,0,1,0,0,0,1,0
754,1,0,0,0,1,1,0,0,0,0
755,0,0,1,0,0,0,0,0,1,0
756,0,0,0,1,1,0,0,0,1,0
757,1,0,0,0,1,0,0,0,0,0
758,1,0,0,0,1,0,0,0,0,0
759,0,0,1,1,1,0,0,0,1,0
760,1,0,0,0,1,0,0,0,0,0
761,1,0,1,0,1,0,0,0,0,0
762,0,0,0,0,1,0,0,0,1,0
763,0,0,1,0,1,0,0,0,1,0
764,0,0,0,0,1,1,0,0,0,0
765,1,0,0,0,1,0,0,0,0,0
766,1,1,1,0,1,0,0,0,0,0
767,0,0,1,1,1,1,0,0,1,0
768,0,0,0,0,1,0,0,0,1,0
769,1,0,0,0,1,0,0,0,0,0
770,0,1,0,0,0,0,0,0,0,0
771,1,0,0,0,1,0,0,0,1,0
772,1,0,0,0,0,0,0,0,0,0
773,1,1,0,1,1,1,0,0,0,1
774,1,0,0,0,0,0,0,0,0,0
775,0,1,1,0,1,0,0,0,1,0
776,0,0,0,1,1,0,0,0,1,0
777,1,0,0,1,1,0,0,0,1,0
778,0,0,0,0,1,0,0,0,1,0
779,0,0,0,0,1,0,0,0,0,0
780,1,1,0,0,1,0,0,0,0,0
781,1,0,0,0,1,0,0,0,0,0
782,1,0,1,0,1,0,1,1,0,0
783,0,0,0,0,0,1,0,0,0,0
784,1,0,0,0,1,1,0,0,1,0
785,0,0,0,0,1,0,0,0,0,0
786,0,0,0,0,1,0,0,0,0,0
787,0,0,0,0,1,0,0,0,0,0
788,1,0,1,1,1,0,0,0,0,0
789,0,0,0,0,1,0,0,0,1,0
790,1,0,0,0,1,0,0,0,0,0
791,0,0,0,0,1,0,0,1,0,0
792,1,0,0,0,0,0,0,0,0,0
793,1,0,0,1,1,0,0,0,1,0
794,0,0,0,0,0,0,0,0,1,0
795,0,0,0,0,0,0,0,0,1,0
796,0,0,0,0,0,0,0,0,0,0
797,1,0,0,1,1,0,0,0,0,0
798,1,0,0,0,1,0,0,0,1,0
799,0,0,0,0,1,0,0,0,1,0
800,0,0,0,0,1,0,0,0,0,0
801,0,0,1,0,0,0,0,0,0,0
802,1,0,0,0,0,0,0,0,0,0
803,0,0,1,0,1,0,0,0,1,1
804,0,1,1,1,1,1,0,0,1,0
805,0,1,1,1,0,0,0,0,1,0
806,0,0,1,0,1,0,0,0,1,0
807,0,0,0,0,1,0,0,0,0,0
808,0,0,0,0,1,0,0,0,0,0
809,0,0,0,0,1,0,0,0,1,0
810,0,1,0,0,0,0,0,0,0,0
811,0,0,0,0,1,0,0,0,0,0
812,1,0,0,0,1,1,0,1,0,0
813,1,0,0,1,1,0,0,0,0,0
814,0,0,0,0,1,0,0,0,0,0
815,0,1,1,1,1,0,0,0,1,1
816,0,0,1,1,1,0,0,0,1,1
817,1,0,1,1,1,1,1,0,1,0
818,1,0,0,0,1,1,1,0,0,1
819,0,0,1,1,1,1,0,0,1,0
820,1,0,1,1,1,1,0,0,1,0
821,0,1,1,1,1,1,0,0,1,1
822,1,0,0,1,1,0,0,0,1,0
823,0,0,1,1,1,1,0,0,1,0
824,0,1,1,0,1,0,0,0,1,1
825,0,1,0,0,1,1,1,0,0,0
826,0,0,1,1,1,0,1,0,1,0
827,1,0,0,1,1,1,0,0,1,0
828,1,0,0,1,1,1,0,0,1,0
829,0,0,0,0,1,0,0,0,0,0
830,0,0,1,1,1,0,0,1,1,0
831,0,2,0,0,1,0,0,0,0,1
832,0,0,0,0,1,1,1,0,0,0
833,1,0,0,0,1,1,1,0,0,0
834,1,0,0,0,1,0,1,0,0,0
835,1,0,0,0,1,0,1,0,0,0
836,1,0,1,1,1,0,0,0,1,0
837,1,0,0,0,0,0,0,0,0,0
838,1,0,1,1,1,0,0,0,1,0
839,1,0,1,1,1,0,1,0,1,0
840,0,0,1,0,0,0,0,0,0,0
841,0,0,1,1,1,0,0,0,1,0
842,1,0,0,0,1,1,1,0,0,0
843,1,0,1,0,1,1,0,0,0,0
844,0,0,1,1,1,0,1,0,1,0
845,0,0,1,0,1,1,0,0,1,0
846,0,0,0,0,0,0,0,0,1,0
847,0,1,1,1,1,1,0,0,1,0
848,1,0,0,1,1,1,1,0,1,0
849,1,0,1,1,1,0,0,0,1,0
850,1,0,0,0,1,1,0,0,0,0
851,1,0,0,0,1,1,0,0,0,0
852,1,0,1,1,1,0,1,0,1,0
853,0,1,1,0,0,0,0,0,0,0
854,1,0,0,0,1,0,0,1,0,0
855,0,0,1,1,1,0,0,0,1,0
856,1,0,1,1,1,0,0,0,1,0
857,1,0,0,1,1,1,1,0,1,0
858,1,0,1,1,1,0,1,0,1,0
859,1,0,0,0,1,0,1,0,0,0
860,0,0,1,1,1,1,0,0,1,0
861,0,0,0,0,0,0,0,0,1,0
862,1,0,0,0,1,0,1,0,0,0
863,0,1,1,0,1,0,0,0,1,0
864,0,0,0,0,1,1,0,0,1,1
865,1,0,0,0,1,0,1,0,0,0
866,0,0,1,1,1,0,0,0,1,0
867,0,0,1,1,1,1,0,0,1,0
868,0,0,1,1,1,1,0,0,1,0
869,0,0,1,0,1,0,0,0,1,0
870,0,0,1,0,0,0,0,0,1,0
871,0,0,0,0,1,1,0,0,1,0
872,0,1,0,0,0,0,0,0,1,0
873,0,0,0,0,0,0,0,0,1,0
874,0,0,0,0,0,0,0,0,1,0
875,0,0,0,0,0,0,0,0,1,0
876,0,1,0,0,1,1,0,0,0,1
877,0,0,1,0,1,1,1,0,0,0
878,0,0,1,0,0,0,0,0,0,0
879,1,0,0,1,0,0,1,0,0,0
880,0,0,0,1,1,0,0,0,1,0
881,0,0,0,0,0,1,0,0,0,0
882,1,0,0,1,1,0,1,0,1,0
883,0,0,1,1,1,1,0,0,1,0
884,1,0,0,0,0,0,0,0,0,0
885,0,1,1,1,1,1,0,0,1,0
886,0,0,0,0,1,1,0,1,0,0
887,1,0,1,1,1,1,0,0,1,0
888,0,0,1,1,1,0,0,0,1,0
889,0,1,1,0,1,1,0,0,1,0
890,1,0,1,1,1,1,0,0,1,0
891,1,0,0,0,1,1,1,0,0,0
892,1,0,0,1,1,1,0,0,0,0
893,1,0,0,1,1,1,1,0,0,0
894,1,0,0,0,1,0,0,0,0,0
895,1,0,0,0,1,1,0,0,0,0
896,0,0,1,1,1,0,0,0,1,0
897,1,1,0,0,1,0,0,0,0,0
898,1,0,1,0,1,1,0,0,0,0
899,0,0,0,0,1,0,0,0,0,1
900,1,0,0,0,1,0,0,0,0,0
901,0,0,1,1,1,1,0,0,1,0
902,0,0,1,1,1,0,0,0,1,0
903,1,0,0,0,1,1,0,1,0,0
904,1,0,0,0,1,1,1,0,0,0
905,1,0,1,1,1,1,1,0,0,0
906,0,1,0,0,1,1,1,1,0,0
907,0,0,1,1,1,0,0,0,1,0
908,1,0,0,1,1,0,1,0,1,0
909,0,0,1,1,1,0,0,0,1,0
910,0,0,0,0,0,0,0,0,1,0
911,1,0,0,1,1,0,0,0,0,0
912,0,1,0,0,1,1,0,0,0,1
913,1,0,0,0,1,0,0,0,0,0
914,1,0,0,0,1,0,1,0,0,0
915,1,1,0,1,1,0,0,0,1,0
916,1,0,0,0,1,0,0,0,0,0
917,0,0,0,1,1,0,0,0,0,0
918,0,0,1,0,0,0,0,0,0,0
919,0,0,0,0,1,0,0,0,0,0
920,1,0,0,0,1,1,0,0,0,0
921,0,0,1,1,1,0,0,0,0,0
922,0,1,0,1,1,0,0,0,0,1
923,0,0,0,0,1,0,0,0,0,0
924,1,0,0,0,1,1,0,0,0,0
925,1,1,0,0,1,0,0,0,0,0
926,0,0,0,0,1,0,0,0,0,0
927,1,0,0,0,1,1,0,0,0,0
928,1,0,1,0,1,0,1,0,1,0
929,0,0,0,0,1,0,0,0,0,0
930,0,0,0,0,1,0,0,0,0,0
931,0,0,1,0,1,0,0,0,0,0
932,0,0,0,0,1,0,0,0,0,0
933,1,0,0,0,1,0,0,1,0,0
934,0,0,0,0,1,0,0,0,0,0
935,1,0,0,0,1,0,0,0,0,0
936,0,0,0,0,1,0,0,0,0,0
937,0,0,1,1,1,0,0,0,0,0
938,0,1,0,0,1,1,0,0,0,0
939,0,0,0,0,1,0,0,0,0,0
940,1,0,0,1,1,0,1,0,1,0
941,0,0,0,0,1,0,0,0,0,0
942,1,1,0,0,1,1,1,0,0,0
943,1,0,0,0,1,0,0,0,0,0
944,1,0,0,0,1,0,0,0,0,0
945,0,0,1,1,1,0,0,0,0,0
946,0,0,1,0,1,0,0,0,0,0
947,0,1,1,1,1,1,0,0,1,0
948,0,0,0,0,1,1,0,1,0,0
949,1,0,0,1,1,0,1,0,1,0
950,0,0,1,0,1,0,0,0,0,0
951,0,0,0,0,0,0,0,0,0,0
952,1,0,0,0,0,0,0,0,1,0
953,0,0,0,0,1,0,0,0,0,0
954,0,0,0,0,1,0,0,0,0,0
955,1,0,0,0,1,0,1,0,1,0
956,0,0,1,0,1,0,0,0,1,0
957,0,0,0,1,1,1,0,0,1,0
958,1,0,0,1,1,0,0,0,1,0
959,1,0,0,0,1,0,0,0,0,0
960,1,0,0,0,1,0,0,1,0,0
961,0,0,1,0,0,0,0,0,0,0
962,0,0,0,0,1,0,0,0,0,0
963,1,1,0,0,1,0,0,0,0,0
964,1,0,0,0,1,0,0,0,0,0
965,1,0,1,0,1,1,0,0,0,1
966,0,1,1,0,1,1,0,0,1,1
967,1,1,1,1,1,0,0,0,1,0
968,1,0,0,0,1,1,1,0,0,0
969,0,0,0,0,0,0,0,0,1,0
970,0,1,1,0,1,1,0,0,1,0
971,1,1,0,0,1,1,0,0,0,1
972,1,0,0,0,0,0,0,0,0,0
973,0,0,0,0,1,0,0,0,0,0
974,0,0,1,1,1,0,1,0,1,0
975,0,0,1,1,1,1,0,0,1,0
976,0,0,1,0,0,0,0,0,1,0
977,1,0,0,0,0,0,0,0,0,0
978,0,0,1,0,0,0,0,0,0,0
979,0,0,1,0,1,1,0,0,0,0
980,1,0,0,0,1,1,0,1,0,0
981,0,1,1,1,1,0,0,0,1,0
982,0,1,1,0,1,1,0,0,1,1
983,1,0,0,0,1,0,1,0,0,0
984,0,1,1,1,1,0,0,0,1,0
985,0,0,0,0,0,0,0,0,1,0
986,0,0,0,0,0,0,0,0,1,0
987,0,0,0,0,0,0,0,0,1,0
988,0,0,1,0,1,1,1,0,1,0
989,0,0,1,1,1,1,0,0,0,0
990,0,0,1,1,1,0,0,0,1,0
991,0,0,1,1,1,1,0,0,0,1
992,1,1,1,1,1,0,0,0,1,0
993,0,0,1,0,0,1,0,0,1,0
994,0,0,1,0,0,0,0,0,1,0
995,0,0,0,0,0,0,0,0,1,0
996,0,0,1,0,0,0,0,0,1,0
997,0,0,1,1,1,0,0,0,1,0
998,0,0,1,0,0,0,0,0,1,0
999,0,0,1,0,0,0,0,0,1,0
1000,1,0,0,0,0,0,0,0,0,0
1001,1,0,0,0,0,0,0,0,0,0
1002,1,0,0,0,1,1,0,1,0,0
1003,1,0,0,1,1,0,0,0,1,0
1004,0,0,1,0,0,0,0,0,1,0
1005,0,2,1,0,1,1,1,0,0,0
1006,1,0,0,1,1,1,0,0,0,0
1007,0,0,1,0,1,0,0,0,1,0
1008,0,0,1,0,0,0,0,0,0,0
1009,0,0,1,0,0,0,0,0,1,0
1010,1,0,0,0,1,1,0,0,0,0
1011,1,0,1,1,1,0,0,0,1,0
1012,0,0,0,0,0,0,0,0,1,0
1013,0,0,1,1,1,0,0,0,1,0
1014,0,0,0,0,0,1,0,0,0,0
1015,0,0,0,0,0,0,0,0,1,0
1016,0,0,1,0,0,0,0,0,1,0
1017,0,0,0,0,1,1,0,1,0,0
1018,0,0,0,0,1,0,0,1,0,0
1019,0,0,0,0,0,1,0,0,0,0
1020,0,0,0,0,0,1,0,0,0,0
1021,0,0,1,0,1,0,0,0,1,0
1022,0,0,1,0,1,0,0,0,1,0
1023,0,0,1,0,1,0,0,0,0,0
1024,0,0,0,0,0,0,0,0,1,0
1025,1,0,1,1,1,0,0,0,1,0
1026,0,0,1,0,0,0,0,0,0,0
1027,0,0,1,0,0,0,0,0,1,0
1028,1,0,0,0,1,0,1,0,0,0
1029,0,0,0,1,1,0,0,0,0,1
1030,0,0,0,0,0,0,0,0,1,0
1031,0,0,0,0,1,0,0,0,0,0
1032,1,0,0,1,1,0,0,0,1,0
1033,0,0,1,0,0,0,0,0,1,0
1034,0,0,0,0,1,0,0,0,0,0
1035,1,0,0,0,0,1,0,0,0,0
1036,1,0,1,1,1,0,0,0,1,0
1037,1,0,0,0,0,0,0,0,1,0
1038,0,0,1,0,1,0,1,0,0,1
1039,1,0,0,0,1,1,1,0,0,0
1040,0,0,0,0,0,0,0,0,1,0
1041,1,0,0,0,1,0,1,0,0,0
1042,0,0,0,0,0,0,0,0,1,0
1043,0,0,0,0,0,1,0,0,0,0
1044,0,0,0,0,0,0,0,0,1,0
1045,0,0,0,0,0,0,0,0,1,0
1046,0,0,1,0,1,0,0,0,1,0
1047,1,0,1,1,1,0,0,0,1,0
1048,0,0,1,0,0,0,0,0,0,0
1049,0,0,0,0,0,1,0,0,0,0
1050,1,0,0,1,1,0,0,0,1,0
1051,0,0,0,0,1,0,0,0,0,0
1052,1,0,0,0,0,0,0,0,0,0
1053,1,0,0,0,1,1,1,0,0,0
1054,1,1,1,1,1,0,0,0,0,0
1055,0,0,1,0,0,0,0,0,1,0
1056,0,0,1,1,1,0,0,0,0,0
1057,0,0,0,0,0,0,0,0,0,0
1058,0,0,1,1,1,1,0,0,1,0
1059,0,1,1,0,1,1,0,0,1,1
1060,0,1,1,0,1,0,1,0,1,0
1061,1,0,0,0,1,0,0,1,0,0
1062,1,0,0,0,0,0,0,0,0,0
1063,0,1,0,1,1,0,0,0,1,1
1064,0,0,1,0,0,0,0,0,0,0
1065,0,0,1,1,1,0,0,0,1,0
1066,0,1,1,1,1,0,0,0,0,0
1067,0,0,0,0,0,1,0,0,0,0
1068,0,0,0,0,1,0,0,0,0,0
1069,0,0,1,0,1,0,0,0,1,0
1070,1,0,1,0,1,0,0,0,1,0
1071,0,0,0,0,0,0,0,0,1,0
1072,0,0,1,1,1,0,0,0,0,0
1073,1,0,0,0,0,0,0,0,0,0
1074,1,0,0,0,1,1,0,0,0,0
1075,0,0,1,1,1,0,0,0,1,0
1076,1,0,0,0,0,1,0,0,0,0
1077,1,0,0,0,1,0,0,0,0,0
1078,1,0,0,0,0,0,0,0,0,0
1079,1,0,0,0,1,0,0,0,0,0
1080,1,1,0,0,1,0,0,0,0,0
